,hpi_distance,hpi_real,hpi_trend,hpi_value,month
498,0.436978,171.535803,226.723632,239.949704,2017-07-01
499,0.473574,171.999502,227.16385,241.60906,2017-08-01
500,0.501882,172.183626,227.604068,242.982061,2017-09-01
501,0.517577,172.739359,228.044286,243.955266,2017-10-01
502,0.522146,172.595113,228.484505,244.570043,2017-11-01
503,0.527879,172.675476,228.924723,245.177418,2017-12-01
504,0.545405,172.401048,229.364941,246.105952,2018-01-01
505,0.582754,173.213595,229.805159,247.63691,2018-02-01
506,0.640203,174.852161,230.245377,249.822279,2018-03-01
507,0.702634,176.144468,230.685595,252.224553,2018-04-01
508,0.761487,177.40763,231.125813,254.563692,2018-05-01
509,0.815265,178.704912,231.566031,256.754743,2018-06-01
510,0.856242,179.639519,232.006249,258.544923,2018-07-01
511,0.883529,180.274454,232.446467,259.908489,2018-08-01
